ac_year,district_cd,District,Budget_district_seq,block_cd_1,Block_Name,MNC_SR,MNC_Desc,block_cd_2,vill_ward_cd,Village_Name,cluster_cd,Cluster_Name,udise_sch_code,school_name,address,pincode,Establishment,sch_loc_r_u,sch_category_id,School_category,sch_type,sch_mgmt_id,Mgt_desc,state_mgt_3,state_mgt_4,class_frm,class_to,medinstr1,medium_desc,medium_state,medinstr2,medinstr3,medinstr4,latitude,longitude,ppsec_yn,stdcode,mobile,stdcode_resp,phone_resp,mobile_resp,website,email,resp_name,cwsn_sch_yn,shift_sch_yn,resi_sch_type,resi_sch_type_Desc,minority_yn,minority_type,Minority_desc,anganwadi_yn,anganwadi_code,anganwadi_stu_b,anganwadi_stu_g,anganwadi_tch_trained,board_sec,Board_Desc_Sec,board_sec_no,board_sec_oth,board_hsec,Board_Hseco_Desc,board_hsec_no,board_hsec_oth,prevoc_yn,eduvoc_yn,cpp_b,cpp_g,cpp_t,c1_b,c1_g,c1_t,c2_b,c2_g,c2_t,c3_b,c3_g,c3_t,c4_b,c4_g,c4_t,c5_b,c5_g,c5_t,c6_b,c6_g,c6_t,c7_b,c7_g,c7_t,c8_b,c8_g,c8_t,c9_b,c9_g,c9_t,c10_b,c10_g,c10_t,c11_b,c11_g,c11_t,c12_b,c12_g,c12_t,c1to5b,c1to5g,c1to5t,c6to8b,c6to8g,c6to8t,c1to8b,c1to8g,c1to8t,c9to10b,c9to10g,c9to10t,c11to12b,c11to12g,c11to12t,c9to12b,c9to12g,c9to12t,c1to12b,c1to12g,c1to12t,Enr_range_school_grant
2020-21,2721,Thane,33,272120,Thane Mnc-Urc2,52,Thane Municipal Corporation,272120,272120009,PRABAG NO 9,2721200011,CRC 19,27212000914,T.M.C. SCHOOL NO.20 HINDI SEC SCHOOL,"TMC SCHOOL NO. 20,VARTAK NAGAR,THANE west.",400601,2019,2,8,Secondary only with grades 9 & 10,3,17,Municipal Corporation,1_Govt,1_Govt,9,10,4,Hindi,03 Hindi,0,0,0,19.2135,72.9601,9,22,8108498159,22,0,7738905916,,tmcschool27212000904@gmail.com,SUMAN RAKESH TIWARI,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,2,,0,Null,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,39,5,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,35,57,0,0,0,22,35,57,22,35,57,31 to 100
2020-21,2721,Thane,33,272120,Thane Mnc-Urc2,52,Thane Municipal Corporation,272120,272120006,PRABAG NO 6,2721200009,CRC 17,27212000623,T. M. C. SCHOOL NO. 128 SEC NIGHT,TMC SCHOOL NO 64 MANPADA,400601,2016,2,7,Secondary with grades 6 to 10,3,17,Municipal Corporation,1_Govt,1_Govt,8,10,10,Marathi,01 Marathi,0,0,0,19.235143,72.977353,9,22,9869432284,22,,9820104975,,tmcschool128@gmail.com,EKNATH PANDURANG PATIL,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,0,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,8,1,9,35,12,47,0,0,0,0,0,0,0,0,0,7,8,15,7,8,15,43,13,56,0,0,0,43,13,56,50,21,71,31 to 100
2020-21,2721,Thane,33,272120,Thane Mnc-Urc2,52,Thane Municipal Corporation,272120,272120006,PRABAG NO 6,2721200010,CRC 18,27212000609,T.M.C. Sec. School No.6,"Dhokali naka, Near shiv sena, Dhokali, Thane west",400607,1995,2,8,Secondary only with grades 9 & 10,3,17,Municipal Corporation,1_Govt,1_Govt,9,10,10,Marathi,01 Marathi,0,0,0,19.220705,72.981533,9,22,9619579093,,,9699666087,,tmchs6@gmail.com,APARNA R BADAGE,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,1614093,,0,Null,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,46,20,27,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,93,0,0,0,44,49,93,44,49,93,31 to 100
2020-21,2721,Thane,33,272114,Thane Mnc-Urc1,51,Thane Municipal Corporation,272114,272114008,PRABAG NO.41,2721140001,CRC 01,27211400828,TMC ENG MED. SCHOOL NO. 17,opp sujay hotel Tembinaka Thane,400601,2018,2,8,Secondary only with grades 9 & 10,3,17,Municipal Corporation,1_Govt,1_Govt,9,10,19,English,02 English,0,0,0,19.1966,72.9777,9,22,8369698312,22,0,9119464415,,,Mrs poonam s more,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,state board,,0,Null,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,29,21,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,57,0,0,0,40,17,57,40,17,57,31 to 100
2020-21,2721,Thane,33,272114,Thane Mnc-Urc1,51,Thane Municipal Corporation,272114,272114002,PRABAG NO.20,2721140008,CRC 08,27211400213,T. M. C. SCHOOL NO. 68 SEC NIGHT SCHOOL,"T.M.C. SCHOOL NO.68 SEC NIGHT SCHOOL, GHOLAI NAGAR, KALWA E. THANE",400605,2016,2,7,Secondary with grades 6 to 10,3,17,Municipal Corporation,1_Govt,1_Govt,8,10,10,Marathi,01 Marathi,0,0,0,19.204264,73.012586,9,,9225768370,,,9225768370,,tmcschoolno68@gmail.com,DILIP S SHEWALE,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,N.A.,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,9,2,11,8,8,16,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,17,10,27,0,0,0,17,10,27,21,13,34,31 to 100
2020-21,2721,Thane,33,272114,Thane Mnc-Urc1,51,Thane Municipal Corporation,272114,272114024,PRABAG NO 62,2721140014,CRC 14,27211402421,T. M. C. SCHOOL NO. 13 SEC,M M VALLEY ROAD SHIMLA PARK,400612,2010,2,8,Secondary only with grades 9 & 10,3,17,Municipal Corporation,1_Govt,1_Govt,9,10,18,Urdu,04 Urdu,0,0,0,19.167369,73.031527,9,22,9082468859,22,,9076439205,,tmcschool13@gmail.com,ASHFAQUE AHMED MUSHTAQUE AHMED,2,1,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,2,State Board,5,,0,Null,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,314,653,203,238,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,552,1094,0,0,0,542,552,1094,542,552,1094,more than 1000
2020-21,2721,Thane,33,272116,Ulhasnagar- Urc1,53,Ulhasnagar Municipal Corporation,272116,272116068,WARD NO.68,2721160003,CRC NO.3,27211606810,GOVT.TECHNICAL HIGH SCHOOL &JR.COLLEGE,"Opp. Mayur Hotel, Near Central Hospital, Ulhasnagar 3",421003,1988,2,11,Higher Secondary only with grades 11 & 12,3,1,Department of Education,1_Govt,1_Govt,11,12,10,Marathi,01 Marathi,0,0,0,19.229482,73.162031,9,251,9421678287,251,2733126,9769412747,,hmgths_unr3@rediffmail.com,Archana Gujar,2,2,0,Not Applicable,2,0,Not Applicable,0,,0,0,9,0,Null,,,2,State Board,J1618901,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,16,48,1,49,0,0,0,0,0,0,0,0,0,0,0,0,63,2,65,63,2,65,63,2,65,31 to 100
2020-21,2726,Ahmadnagar,1,272613,Shrigonda,0,ZP,272614,272613047,MANDAVGAN,2726130011,MANDAVGAN,27261304715,MULINCHI SHASKIY NIVASHI SHALA MANDVGAN,A/P MANDAVGAN TAL SHRIGONDA DIST AHMEDNAGAR,414101,2012,1,7,Secondary with grades 6 to 10,2,10,Social Welfare,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,18.83498,74.826442,9,,9923238573,,,9860266938,,swgrs.mandavgan28@gmail.com,KAMBLE SHOBHA CHANDOBA,2,2,7,7-Model School,2,0,Not Applicable,0,,0,0,9,2,State Board,S-12.13.074,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,38,0,38,38,0,39,39,0,37,37,0,0,0,0,0,0,0,0,0,0,77,77,0,77,77,0,76,76,0,0,0,0,76,76,0,153,153,101 to 250
2020-21,2726,Ahmadnagar,1,272612,Sangamner,0,ZP,272612,272612167,MHASVANDI,2726120016,BOTA,27261216702,GOVT. ASHRAM SCHOOL MHASVANDI,"A/p- Mhasvandi , Tal - Sangamner, Dist - Ahmenagar",422602,2003,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.259502,74.081165,2,,8275201766,,,8087461123,,hmashrammhasvandi@gmail.com,Dinde Govardhan Manikrao,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,12.11.113,,0,Null,,,2,1,0,0,0,0,4,4,2,9,11,4,1,5,6,10,16,13,12,25,27,15,42,16,23,39,21,17,38,18,16,34,10,4,14,0,0,0,0,0,0,25,36,61,64,55,119,89,91,180,28,20,48,0,0,0,28,20,48,117,111,228,101 to 250
2020-21,2726,Ahmadnagar,1,272612,Sangamner,0,ZP,272612,272612141,JAVLE BALESHVAR,2726120006,JAVALEBALESHVAR,27261214102,GOVT. SEC. ASHRAM SHALA JAVALEBALESHWAR,JAVALEBALESHWAR tal sangamner dist ahmednagar,422620,1980,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.422789,74.103451,2,8080,9511786505,,,9561020044,,hmjavalebaleshwar@yahoo.com,ANIL MADHAVRAO KAMBALE ,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,1,91,12,12,1,2,State Board,12.11.095,,0,Null,,,1,1,0,0,0,4,4,8,3,9,12,7,10,17,8,9,17,10,9,19,11,16,27,16,19,35,14,14,28,8,9,17,10,12,22,0,0,0,0,0,0,32,41,73,41,49,90,73,90,163,18,21,39,0,0,0,18,21,39,91,111,202,101 to 250
2020-21,2726,Ahmadnagar,1,272602,Jamkhed,0,ZP,272602,272602017,JAMKHED,2726020003,JAMKHED,27260201720,SC & ST NIVASI SHALA JAMKHED,at/post-arolenagar jamkhed tal-jamkhed dist-ahamadnagar,413201,2011,2,7,Secondary with grades 6 to 10,1,10,Social Welfare,1_Govt,1_Govt,6,10,10,Marathi,01 Marathi,0,0,0,18.726169,75.314051,9,,7709210091,,,7709210091,,Scstnivasshalajamkhed@gmail.com,Shelke sandesh gangadhar,2,2,2,2-Non-ashram (Govt.),2,0,Not Applicable,0,,0,0,9,2,State Board,1202028,,0,Null,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,28,0,28,31,0,31,29,0,29,27,0,27,0,0,0,0,0,0,0,0,0,62,0,62,62,0,62,56,0,56,0,0,0,56,0,56,118,0,118,101 to 250
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601172,TIRDE,2726010022,PADOSHI,27260117204,GOVT. ASHRAM SHALA TIRDE,TIRADE TAL AKOLE DIST AHMEDNAGAR,422601,1972,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.725453,73.85859,2,,8275251475,,,8275251475,,hmtirde@yahoo.com,BALVE  LAXMIKANT  BABURAV,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,S12.01.0056,,0,Null,,,2,2,0,0,0,7,5,12,2,3,5,7,13,20,5,7,12,11,21,32,6,13,19,14,10,24,8,14,22,17,11,28,10,26,36,0,0,0,0,0,0,32,49,81,28,37,65,60,86,146,27,37,64,0,0,0,27,37,64,87,123,210,101 to 250
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601149,SHIRPUNJE KH,2726010029,SAVARKUTE,27260114903,GOVT.ASHRAM SHALA SHIRPUNJE BU,SHIRPUNJE TAL AKOLE DIST AHMEDNAGAR,422604,1980,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,19,4,0,19.46776,73.795522,2,,8308273922,,,8308273922,www.akolebrc.org,hmshripunje@yahoo.in,BHANDKOLI KASHINATH DHAWALA,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,1201080,,0,Null,,,2,1,0,0,0,3,5,8,6,3,9,6,10,16,9,7,16,6,11,17,19,14,33,19,21,40,15,8,23,18,17,35,9,17,26,0,0,0,0,0,0,30,36,66,53,43,96,83,79,162,27,34,61,0,0,0,27,34,61,110,113,223,101 to 250
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601137,RATANWADI,2726010023,PANJARE,27260113702,GOVT ASHRAM RATANWADI,At/Post-Mutkhel Tal-Akole Dist-Ahamadnagar,422604,1992,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.517839,73.738667,2,,9011944907,,,9673306568,www.akolebrc.org,hmratanwadi1947@gmail.com,Khedkar Prabhakar Dashrath,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,1201081,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,12,8,20,11,6,17,12,16,28,19,15,34,20,25,45,0,0,0,0,0,0,3,6,9,35,30,65,38,36,74,39,40,79,0,0,0,39,40,79,77,76,153,101 to 250
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601135,PALSUNDE,2726010006,JAMBHALEWADI,27260113502,GOVT. ASHRAMSHALA PALSUNDE,At/post-palasunde tal- akele dist-ahmednagar,422610,1989,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,4,19,0,19.403457,73.900112,2,,9021605870,,,9021605870,www.akolebrc.org,hmpalsunde@yahoo.com,Deshmukh Balasaheb Kashinath,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,1,7,16,13,1,2,State Board,12.01.082,,0,Null,,,2,1,0,0,0,2,3,5,2,3,5,3,7,10,4,4,8,17,11,28,7,12,19,8,20,28,13,15,28,8,14,22,21,23,44,0,0,0,0,0,0,28,28,56,28,47,75,56,75,131,29,37,66,0,0,0,29,37,66,85,112,197,101 to 250
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601087,KHIRVIRE,2726010010,KHIRVIRE,27260108707,GOVT. ASHRAM SHALA KHIRVIRE,KHIRVIRE TAL AKOLE DIST AHMEDNAGAR,422601,1972,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,4,19,0,19.63086,73.861591,2,,9689610098,,,9689610098,www.akolebrc.org,khirvire123@gmail.com,BARASE RAPHEL GANGADHAR,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,1201017,,0,Null,,,2,2,0,0,0,5,2,7,2,8,10,5,4,9,6,4,10,11,6,17,11,19,30,14,13,27,9,20,29,15,18,33,15,18,33,0,0,0,0,0,0,29,24,53,34,52,86,63,76,139,30,36,66,0,0,0,30,36,66,93,112,205,101 to 250
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601080,KOHANE,2726010032,VIHIR,27260108002,GOVT ASHRAM SHALA MV KOHANE,At Post Kohane Tal Akole Dist Ahmednagar,422610,1974,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.419855,73.860707,2,2424,8275251735,,,9545569145,www.akolebrc.org,hmkohane72@gmail.com,SIRSATH BALASAHEB LAXMAN,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,1,27522061001,15,18,2,2,State Board,1201027,,0,Null,,,1,1,0,0,0,4,6,10,6,9,15,1,10,11,8,8,16,19,10,29,17,12,29,21,18,39,14,17,31,10,20,30,14,14,28,0,0,0,0,0,0,38,43,81,52,47,99,90,90,180,24,34,58,0,0,0,24,34,58,114,124,238,101 to 250
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601013,SHENDI,2726010001,AKOLE,27260101305,ADARSH ASHRAM SCHOOL BHANDARDARA CAMP ( AKOLE),AT POST MAVESHI TAL AKOLE DIST AHMEDNAGAR,422601,1989,2,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,19.539264,73.994685,2,,9096592370,,,9096592370,,hmaadarsh@yahoo.com,KHARSE BHAUSAHEB NARAYAN,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,12.01.040,,0,Null,,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,18,19,37,18,20,38,19,20,39,19,19,38,18,16,34,0,0,0,0,0,0,11,12,23,55,59,114,66,71,137,37,35,72,0,0,0,37,35,72,103,106,209,101 to 250
2020-21,2726,Ahmadnagar,1,272612,Sangamner,0,ZP,272612,272612157,AKALAPUR,2726120016,BOTA,27261215702,GOVT. ASHRAM SHALA  AKALAPUR,"AKALAPUR TAL-SANGAMNER , DIST - AHMEDNAGAR",422620,1989,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,4,19,0,19.278537,74.204747,2,,9850711407,,,9623684360,,hmakalapur@yahoo.com,KOTKAR DASHRATH MADHAV,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,S12 11 101,,2,State Board,J12 11 029,,1,1,0,0,0,11,4,15,6,14,20,10,11,21,10,15,25,18,31,49,30,19,49,25,30,55,23,35,58,27,31,58,29,23,52,44,32,76,31,28,59,55,75,130,78,84,162,133,159,292,56,54,110,75,60,135,131,114,245,264,273,537,251 to 1000
2020-21,2726,Ahmadnagar,1,272612,Sangamner,0,ZP,272612,272612131,SAKUR,2726120023,SAKUR,27261213114,GOVT.ASHRAMSHALA SAKUR,ap sakur tal sangamner,422622,2003,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.356338,74.308355,2,,9881824067,,,9881824067,,hmsakur@yahoo.com,PISE EKNATH VITTHAL,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,1211118,,0,Null,,,2,2,0,0,0,10,4,14,7,16,23,14,14,28,17,11,28,19,28,47,21,23,44,22,21,43,26,33,59,16,20,36,16,16,32,0,0,0,0,0,0,67,73,140,69,77,146,136,150,286,32,36,68,0,0,0,32,36,68,168,186,354,251 to 1000
2020-21,2726,Ahmadnagar,1,272612,Sangamner,0,ZP,272612,272612099,SAVARCHOL,2726120012,NIMGAON BUK,27261209902,GOVT.PRIMARY ASHRAM SHALA SAVARCHOL,SAWARCHOL TAL SANGAMNER DIST AHMEDNAGAR,422603,2004,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,19,4,0,19.479442,74.038254,2,,9372466016,,,9420207552,www.akolebrc.org,gass2004@gmail.com,MR CHAUDHARI SONYABAPU BAJABA,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,121117,,0,Null,,,2,2,0,0,0,10,13,23,10,4,14,12,10,22,9,7,16,14,25,39,29,19,48,20,22,42,18,24,42,24,19,43,17,13,30,0,0,0,0,0,0,55,59,114,67,65,132,122,124,246,41,32,73,0,0,0,41,32,73,163,156,319,251 to 1000
2020-21,2726,Ahmadnagar,1,272607,Parner,0,ZP,272607,272607129,PALASHI,2726070023,VANKUTE,27260712907,GOVT. ASHRAM SHALA PALASHI,At Post Palashi Tal Parner,414304,1989,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.284878,74.39776,2,,8805129238,,,8805129238,,hmpalashi1@gmail.com,RAUT MAHADEV DHONDIBA,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,S1207068,,0,Null,,,2,2,0,0,0,4,2,6,5,4,9,8,13,21,13,7,20,14,17,31,17,18,35,14,24,38,23,18,41,21,26,47,20,22,42,0,0,0,0,0,0,44,43,87,54,60,114,98,103,201,41,48,89,0,0,0,41,48,89,139,151,290,251 to 1000
2020-21,2726,Ahmadnagar,1,272603,Kopargaon,0,ZP,272603,272603081,N.PA.KOPARGAON,2726030012,NAGARPALIKA,27260308117,M.K.ADHAV MADHYMIK V TRNTRIK VIDYALAY KOPARGAON,"Godam Galli,Near SBI,Kopargaon",423601,1980,2,6,Secondary with grades 1 to 10,3,18,Nagar Parishad,1_Govt,1_Govt,5,10,10,Marathi,01 Marathi,0,0,0,19.881058,74.475661,2,2423,9325142556,2423,223043,9325142556,,mkavkop@gmail.com,Lahire Babasaheb Ramchandra,2,2,0,Not Applicable,2,0,Not Applicable,2,,0,0,9,2,State Board,s111/2/PD 1019,,0,Null,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,25,7,32,30,5,35,60,50,110,68,33,101,83,26,109,0,0,0,0,0,0,10,11,21,115,62,177,125,73,198,151,59,210,0,0,0,151,59,210,276,132,408,251 to 1000
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601140,RAJUR,2726010025,RAJUR,27260114010,GOVT ENG ASHRAMSHAL RAJUR,A/P MAVESAHI  TAL-AKOLE DIST AHMEDNAGAR,422604,2004,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,19,English,02 English,10,4,0,19.52163,73.8795,2,,9422321337,,,9422321337,,governmentenglish@yahoo.com,SANDIP SURESH RISE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,12.01.096,,0,Null,,,2,1,0,0,0,5,6,11,14,12,26,18,19,37,10,21,31,22,23,45,20,10,30,21,14,35,20,13,33,14,8,22,4,13,17,0,0,0,0,0,0,69,81,150,61,37,98,130,118,248,18,21,39,0,0,0,18,21,39,148,139,287,251 to 1000
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601132,PAITHAN,2726010032,VIHIR,27260113204,GOVT.P.B.ASHRAMSHALA PAITHAN,AT PO PAITHAN TAL AKOLE DIST AHMADNAGAR PIN 422610,422610,1972,1,3,Higher Secondary with grades 1 to 12,2,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,19.451517,73.90613,2,,7499284981,,,9423054062,akolebrc.com,hmpaithang@gmail.com,MASHAL VITTHAL GOVIND ,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,12.01.016,,2,State Board,j12.01.016,,2,1,0,0,0,0,7,7,0,19,19,0,18,18,0,29,29,0,43,43,0,41,41,0,41,41,0,42,42,0,42,42,0,42,42,0,45,45,0,37,37,0,116,116,0,124,124,0,240,240,0,84,84,0,82,82,0,166,166,0,406,406,251 to 1000
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601117,PIMPARKANE,2726010020,PIMPARKANE,27260111703,GOVT.ASHRAM SCHOOL PIMPARKANE,PIMPARKANE TAL AKOLE DIST AHMEDNAGAR,422604,1983,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,19.56603,73.853926,2,,9420105733,,,9921824605,www.akolebrc.org,srajetanaji@gmail.com,RAJETANAJI DATTATRAYA SABALE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,1201034,,2,State Board,1201031,,2,2,0,0,0,4,3,7,2,4,6,6,3,9,7,12,19,10,10,20,4,21,25,4,12,16,12,15,27,14,16,30,9,14,23,42,28,70,43,34,77,29,32,61,20,48,68,49,80,129,23,30,53,85,62,147,108,92,200,157,172,329,251 to 1000
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601083,KELIKOTUL,2726010011,KELI OTUR,27260108302,GOVT.ASHRAMSHALA  KELIKOTUL,KLEI KOTUL TAL AKOLE DIST AHMADNAGAR PIN 422610,422610,1973,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,19.375393,73.961188,2,,7499171802,,,9075966343,www.akolebrc.org,hmkelikotul@gmail.com,PATIL RAVSAHEB ABHIMAN,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,12.01.021,,2,State Board,J12-01-015,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21,11,8,19,19,10,29,12,17,29,18,21,39,14,23,37,35,53,88,19,55,74,13,8,21,42,35,77,55,43,98,32,44,76,54,108,162,86,152,238,141,195,336,251 to 1000
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601072,KELIRUMHAN WADI,2726010008,KELI RUMHANWADI,27260107203,GOVT. ASHARAM SHALA  KELIRUMHAN WADI,KELI RUMHANWADI TQ AKOLE DIST AHAMADNAGAR,422601,1972,1,3,Higher Secondary with grades 1 to 12,3,13,Tribal Welfare,1_Govt,1_Govt,1,12,10,Marathi,01 Marathi,0,0,0,19.666629,73.911746,2,,9766580044,,,9766580044,www.akolebrc.org,hmkelirumhanwadi@yahoo.com,BADAVE CHANDAN PRAKASH,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,1985,,2,State Board,1999,,2,2,0,0,0,14,16,30,7,6,13,12,21,33,20,14,34,17,25,42,26,25,51,25,24,49,30,46,76,24,40,64,29,22,51,57,52,109,47,59,106,70,82,152,81,95,176,151,177,328,53,62,115,104,111,215,157,173,330,308,350,658,251 to 1000
2020-21,2726,Ahmadnagar,1,272601,Akole,0,ZP,272601,272601047,GHATGHAR,2726010023,PANJARE,27260104702,GOVT. ASHRAM SHALA  GHATGHAR,"GOVERNMENT ASHRAM SHALA GHATGHAR, TAL. AKOLE DIST. AHMEDNAGAR",422604,1974,1,6,Secondary with grades 1 to 10,3,13,Tribal Welfare,1_Govt,1_Govt,1,10,10,Marathi,01 Marathi,0,0,0,19.537745,73.666536,2,,9404114117,,,9404114117,www.akolebrc.org,ghatgharhm@yahoo.in,GANESH NAMDEV DHINDAIE,2,2,1,1-Ashram (Govt.),2,0,Not Applicable,2,,0,0,9,2,State Board,1201043,,0,Null,,,2,1,0,0,0,2,3,5,4,6,10,3,5,8,6,6,12,11,13,24,15,12,27,16,17,33,24,26,50,29,32,61,24,29,53,0,0,0,0,0,0,26,33,59,55,55,110,81,88,169,53,61,114,0,0,0,53,61,114,134,149,283,251 to 1000
